"chunk_id","chunk_type","primary_text","category","price","price_category","flower_type","seasonality","occasion","collection_id","url","max_tokens","content_length"
"product_0444","product","Bouquet ""Snow Queen"" - A pristine 'Snow Queen' bouquet with ranunculus and asparagus.","MONO/DUO bouquets","1500","Mid-Range","Ranunculus / Asparagus","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-snow-queen/","200","83"
"product_0445","product","Heart ""LOVE IS"" - A lovely heart-shaped arrangement with gypsophila, available in S, M, L sizes.","MONO/DUO bouquets","1250","Mid-Range","Gypsophila","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/heart-love-is/","200","94"
"product_0446","product","Bouquet ""Sweety"" - A sweet bouquet with Roses Pink Mondial and Aerobic spray roses, available in S and M sizes.","MONO/DUO bouquets","1550","Mid-Range","Roses Pink Mondial / Roses spray Aerobic","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-sweety/","200","109"
"product_0447","product","Bouquet ""Kylie"" - A magnificent bouquet created from luxury roses of famous varieties Pink Expression, Pink Floyd, Julliet, and Silva Pink.","MONO/DUO bouquets","4000","Premium","Roses: Expression, Pink Floyd, Julliet, Silva Pink","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-kylie-mono-duo/","200","137"
"product_0448","product","Bouquet ""Sweet Silvia"" - Sweet arrangement with Rose Silvia Pink and Tanacetum.","MONO/DUO bouquets","1550","Mid-Range","Rose Silvia Pink / Tanacetum","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-sweet-silvia-mono-duo/","200","77"
"product_0449","product","Bouquet of white roses - A classic bouquet composed entirely of white roses.","MONO/DUO bouquets","1200","Mid-Range","White roses","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-of-white-roses/","200","74"
"product_0450","product","Bouquet ""Hydrangea"" - Elegant bouquet featuring hydrangeas, available in 5 and 9 pieces.","MONO/DUO bouquets","2100","Premium","Hydrangea","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-hydrangea/","200","86"
"product_0451","product","Bouquet ""White Fresia"" - A pristine bouquet composed solely of white freesia.","MONO/DUO bouquets","1200","Mid-Range","Fresia","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-white-fresia/","200","75"
"product_0452","product","Bouquet ""Dawn"" - Dawn-inspired bouquet with roses and gerbera.","MONO/DUO bouquets","1500","Mid-Range","Roses / gerbera","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-dawn-mono-duo/","200","60"
"product_0453","product","Bouquet ""Autumn sun"" - Autumn sun-inspired bouquet with rose, chrysanthemum, and ruskus.","MONO/DUO bouquets","1350","Mid-Range","Rose / chryzantema / ruskus","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-autumn-sun-mono-duo/","200","86"
"product_0454","product","Bouquet ""Candy"" - Sweet 'Candy' bouquet with roses and hydrangea.","MONO/DUO bouquets","2600","Premium","Roses / hydrangea","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-candy/","200","63"
"product_0455","product","Bouquet ""Gentle Autumn"" - Gentle autumn roses arrangement, available in S and M sizes.","MONO/DUO bouquets","1350","Mid-Range","Roses","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-gentle-autumn-mono-duo/","200","84"
"product_0456","product","Bouquet ""Sweet Autumn"" - Sweet autumn-inspired bouquet with hydrangea and chrysanthemum, available in 11 and 15 pieces.","MONO/DUO bouquets","1300","Mid-Range","Hydrangea / chryzantema","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-sweet-autumn-mono-duo/","200","117"
"product_0457","product","Freesia bouquet - A delightful bouquet composed solely of freesia, available in various quantities.","MONO/DUO bouquets","1025","Mid-Range","Fresia","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/freesia-bouquet/","200","97"
"product_0458","product","Flower bouquet ""A smile"" - A lovely flower bouquet meant to bring a smile, with hydrangea and roses.","MONO/DUO bouquets","1350","Mid-Range","Hydrangea / roses","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/flower-bouquet-a-smile/","200","98"
"product_0459","product","Bouquet ""Lightness"" - Light and airy bouquet with rose and tanacetum.","MONO/DUO bouquets","700","Budget","Rose / Tanacetum","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-lightness/","200","67"
"product_0460","product","A monobouquet of hydrangeas - A grand monobouquet composed solely of hydrangeas.","MONO/DUO bouquets","2400","Premium","Hydrangea","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/a-monobouquet-of-hydrangeas/","200","78"
"product_0461","product","Bouquet ""The lilac moon"" - A dreamy 'Lilac Moon' bouquet with hydrangea and rose.","MONO/DUO bouquets","2900","Premium","Hydrangea / rose","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-the-lilac-moon-mono-duo/","200","79"
"product_0462","product","Bouquet ""A summer moment"" - Summer moment arrangement with hydrangea and tanacetum, available in S and M sizes.","MONO/DUO bouquets","1150","Mid-Range","Hydrangea / tanacetum","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-a-summer-moment-mono-duo/","200","109"
"product_0463","product","Bouquet ""Summer Music"" - Harmonious 'Summer Music' bouquet with chrysanthemum and hydrangea.","MONO/DUO bouquets","1450","Mid-Range","Chrysanthemum / Hydrangea","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-summer-music/","200","90"
"product_0464","product","Hydrangea bouquet - A charming bouquet composed solely of hydrangeas.","MONO/DUO bouquets","2900","Premium","Hydrangea","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/hydrangea-bouquet-mono-duo/","200","67"
"product_0465","product","Bouquet ""A gentle angel"" - A gentle angelic bouquet composed solely of peonies.","MONO/DUO bouquets","2900","Premium","Peonies","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-a-gentle-angel/","200","77"
"product_0466","product","Bouquet ""Meet the dream"" - A beautiful bouquet to meet your dreams, featuring Coral Charm peonies.","MONO/DUO bouquets","1400","Mid-Range","Peonies Coral Charm","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-meet-the-dream/","200","96"
"product_0467","product","Bouquet ""Summer Watercolor"" - A light 'Summer Watercolor' bouquet with hydrangea and chrysanthemum.","MONO/DUO bouquets","990","Mid-Range","Hydrangea / chrysanthemum","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-summer-watercolor/","200","97"
"product_0468","product","Monobouquet of Gypsophila - A versatile monobouquet made of gypsophila, available in various sizes.","MONO/DUO bouquets","650","Budget","Gypsophila","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/monobouquet-of-gypsophila/","200","97"
"product_0469","product","Bouquet ""The promise of love"" - A romantic bouquet symbolizing the promise of love, with hydrangea and rose.","MONO/DUO bouquets","3150","Premium","Hydrangea / rose","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-the-promise-of-love-mono-duo/","200","106"
"product_0470","product","Bouquet ""Tender May"" - A tender May-inspired bouquet with hydrangea and statice.","MONO/DUO bouquets","1400","Mid-Range","Hydrangea / Statice","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-tender-may/","200","78"
"product_0471","product","Bouquet Chrysanthemum - A classic bouquet composed solely of chrysanthemums, available in various quantities.","MONO/DUO bouquets","680","Budget","Chrysanthemum","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-chrysanthemum/","200","107"
"product_0472","product","Bouquet ""Sugar candy"" - Sweet 'Sugar Candy' bouquet with roses and germini.","MONO/DUO bouquets","1300","Mid-Range","Roses / germini","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-sugar-candy/","200","73"
"product_0473","product","Bouquet ""For a lady"" - A charming bouquet suitable 'For a Lady', featuring Pink Mondial roses.","MONO/DUO bouquets","750","Budget","Roses Pink Mondial","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-for-a-lady/","200","92"
"product_0474","product","Monobouquet of Ecuadorian roses - A stunning monobouquet of Ecuadorian roses and eucalyptus, available in various quantities.","MONO/DUO bouquets","1000","Mid-Range","Ecuadorian roses / Eucalypt","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/monobouquet-of-ecuadorian-roses/","200","123"
"product_0475","product","Bouquet of alstroemeria - Bright and cheerful alstroemeria bouquet, available in various quantities.","MONO/DUO bouquets","600","Budget","Alstroemeria","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-of-alstroemeria/","200","98"
"product_0476","product","Bouquet of white alstroemeria - Elegant bouquet of white alstroemeria, available in various quantities.","MONO/DUO bouquets","750","Budget","White alstroemeria","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-of-white-alstroemeria/","200","101"
"product_0477","product","Roses ""Pink Mondial"" - A beautiful bouquet of 'Pink Mondial' roses, available in various quantities.","MONO/DUO bouquets","1600","Mid-Range","Roses Pink Mondial","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/roses-pink-mondial-mono-duo/","200","98"
"product_0478","product","Bouquet ""Love Rising"" - Rising love arrangement with Roses Nina and Roses Pink Mondial, available in various quantities.","MONO/DUO bouquets","830","Mid-Range","Roses Nina/ Roses Pink Mondial","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-love-rising-mono-duo/","200","118"
"product_0479","product","Monobouquet of colored gypsophila - A vibrant monobouquet made of colored gypsophila, available in various quantities.","MONO/DUO bouquets","900","Mid-Range","Colored gypsophila","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/monobouquet-of-colored-gypsophila-mono-duo/","200","116"
"product_0480","product","Eustoma bouquet - A delicate bouquet composed entirely of eustoma, available in various quantities.","MONO/DUO bouquets","1050","Mid-Range","Eustoma","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/eustoma-bouquet-mono-duo/","200","97"
"product_0481","product","Hydrangea bouquet - A lovely bouquet composed entirely of hydrangea, available in various quantities.","MONO/DUO bouquets","3700","Premium","Hydrangea","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/hydrangea-bouquet-mono-duo-2/","200","99"
"product_0482","product","Bouquet of orchids - An elegant bouquet composed solely of orchids, available in various quantities.","MONO/DUO bouquets","2050","Premium","Orchid","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-of-orchids/","200","98"
"product_0483","product","Bouquet of tulips - A cheerful bouquet composed solely of tulips, available in various quantities.","MONO/DUO bouquets","500","Budget","Tulip","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-of-tulips/","200","96"
"product_0484","product","Bouquet of pink tulips - A delicate bouquet of pink tulips, available in various quantities.","MONO/DUO bouquets","500","Budget","Tulip","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-of-pink-tulips/","200","90"
"product_0485","product","Bouquet of white tulips - A pristine bouquet of white tulips, available in various quantities.","MONO/DUO bouquets","500","Budget","Tulip","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-of-white-tulips/","200","92"
"product_0486","product","Bouquet of irises - A striking bouquet composed solely of irises, available in various quantities.","MONO/DUO bouquets","500","Budget","Iris","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-of-irises/","200","96"
"product_0487","product","Monobouquet of chrysanthemums - A vibrant monobouquet made of chrysanthemums, available in various quantities.","MONO/DUO bouquets","600","Budget","Chrysanthemum","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/monobouquet-of-chrysanthemums/","200","108"
"product_0488","product","Mono-bouquet of carnations - A classic mono-bouquet composed of carnations, available in various quantities.","MONO/DUO bouquets","650","Budget","Carnation","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/mono-bouquet-of-carnations/","200","106"
"product_0489","product","Monobouquet of gerberas - A cheerful monobouquet featuring gerberas, available in various quantities.","MONO/DUO bouquets","950","Mid-Range","Gerbera","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/monobouquet-of-gerberas/","200","99"
"product_0490","product","Monobouquet of white gerberas - A pristine monobouquet composed of white gerberas, available in various quantities.","MONO/DUO bouquets","950","Mid-Range","White gerbera","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/monobouquet-of-white-gerberas/","200","113"
"product_0491","product","Monobouquet of white eustoma - An elegant monobouquet composed of white eustoma, available in various quantities.","MONO/DUO bouquets","750","Budget","White eustoma","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/monobouquet-of-white-eustoma/","200","111"
"product_0492","product","Bouquet of white orchids - A sophisticated bouquet composed of white orchids, available in various quantities.","MONO/DUO bouquets","1800","Mid-Range","Orchid","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/bouquet-of-white-orchids/","200","108"
"product_0493","product","A mono-bouquet of red tulips - A vibrant mono-bouquet composed solely of red tulips, available in various quantities.","MONO/DUO bouquets","500","Budget","Red tulip","All-Season","General","MONO/DUO bouquets","https://xoflowers.md/a-mono-bouquet-of-red-tulips/","200","115"
"product_0494","product","Bouquet ""Candy"" - Sweet 'Candy' bouquet with roses and hydrangea.","Premium","2600","Premium","Roses / hydrangea","All-Season","Luxury","Premium","https://xoflowers.md/bouquet-candy/","200","63"
"product_0495","product","Bright flower bouquet ""Coral Charm"" - Bright, life-affirming flower trio Coral Charm. Perfect for making surprises with Coral Charm peonies, viburnum and eucalyptus that will keep fresh and fragrant for a long time","Author's bouquets","1700","Mid-Range","Peonies / viburnum / eucalyptus","All-Season","General","Author's bouquets","https://xoflowers.md/bright-flower-bouquet-coral-charm/","200","212"
"product_0496","product","Bouquet of roses - A classic bouquet composed solely of roses.","Classic bouquets","3000","Premium","Roses","All-Season","General","Classic bouquets","https://xoflowers.md/bouquet-of-roses/","200","60"
"product_0497","product","Bouquet ""Sweet Love"" - Florists collected Pink Floyd and Mandala roses in shades of chic pink into a delightful 'Sweet Love' bouquet. With long stems and a delicate aroma, roses are suitable as a gift to a loved one.","Premium","830","Mid-Range","Rose sort Pink Floyd / Rose sort Mandala","All-Season","Luxury","Premium","https://xoflowers.md/bouquet-sweet-love/","200","214"
"product_0498","product","Box for carrying flowers - Box for carrying flowers.","Additional accessories / Vases","100","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/box-for-carrying-flowers-1/","200","50"
"product_0499","product","Box for carrying flowers - Box for carrying flowers.","Additional accessories / Vases","100","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/box-for-carrying-flowers-2/","200","50"
"product_0500","product","Fertilizer for cut flowers - Fertilizer for cut flowers.","Additional accessories / Vases","10","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/fertilizer-for-cut-flowers/","200","54"
"product_0501","product","Aquabox for the bouquet - Aquabox for the bouquet.","Additional accessories / Vases","60","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/aquabox-for-the-bouquet/","200","48"
"product_0502","product","Pulverizer for flowers - Pulverizer for flowers.","Additional accessories / Vases","450","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/pulverizer-for-flowers-small/","200","46"
"product_0503","product","Pulverizer for flowers - Pulverizer for flowers.","Additional accessories / Vases","650","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/pulverizer-for-flowers-large/","200","46"
"product_0504","product","Watering can - Watering can.","Additional accessories / Vases","1000","Mid-Range","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/watering-can/","200","26"
"product_0505","product","Ceramic vase ""Butterfly"" - Ceramic vase 'Butterfly', size M.","Additional accessories / Vases","3300","Premium","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/ceramic-vase-butterfly/","200","58"
"product_0506","product","Glass vase ""Wave"" M - Glass vase 'Wave', size M.","Additional accessories / Vases","650","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/glass-vase-wave-m/","200","46"
"product_0507","product","Glass vase ""Wave"" L - Glass vase 'Wave', size L.","Additional accessories / Vases","700","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/glass-vase-wave-l/","200","46"
"product_0508","product","Ceramic vase - Ceramic vase, available in S and M sizes.","Additional accessories / Vases","800","Mid-Range","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/ceramic-vase-sm/","200","54"
"product_0509","product","Kenzan cleaner - Kenzan cleaner.","Additional accessories / Vases","70","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/kenzan-cleaner/","200","30"
"product_0510","product","Vase for kenzan - Ceramic vase for kenzan.","Additional accessories / Vases","500","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/vase-for-kenzan-ceramic-1/","200","40"
"product_0511","product","Bowl for kenzan - Ceramic bowl for kenzan.","Additional accessories / Vases","320","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/bowl-for-kenzan-ceramic/","200","40"
"product_0512","product","Vase for kenzan - Ceramic vase for kenzan.","Additional accessories / Vases","160","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/vase-for-kenzan-ceramic-2/","200","40"
"product_0513","product","Vase made of glass - Glass vase.","Additional accessories / Vases","460","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/vase-made-of-glass-1/","200","30"
"product_0514","product","Vase made of glass - Glass vase.","Additional accessories / Vases","680","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/vase-made-of-glass-2/","200","30"
"product_0515","product","Kenzan 1cm - Kenzan, 1cm in size.","Additional accessories / Vases","150","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/kenzan-1cm/","200","31"
"product_0516","product","Kenzan 4cm - Kenzan, 4cm in size.","Additional accessories / Vases","380","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/kenzan-4cm/","200","31"
"product_0517","product","Kenzan 6cm - Kenzan, 6cm in size.","Additional accessories / Vases","500","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/kenzan-6cm/","200","31"
"product_0518","product","Black Bowl for kenzan - Black glass bowl for kenzan.","Additional accessories / Vases","250","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/black-bowl-for-kenzan/","200","50"
"product_0519","product","A black kenzan vase - A black kenzan vase.","Additional accessories / Vases","450","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/black-kenzan-vase/","200","40"
"product_0520","product","A burgundy kenzan vase - A burgundy glass kenzan vase.","Additional accessories / Vases","450","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/burgundy-kenzan-vase/","200","52"
"product_0521","product","Vase ""Green glass"" - Vase made of green glass.","Additional accessories / Vases","400","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/vase-green-glass/","200","44"
"product_0522","product","Watering can - Watering can.","Additional accessories / Vases","1269","Mid-Range","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/watering-can-v2/","200","26"
"product_0523","product","Souvenir ""Monkey"" - Souvenir 'Monkey'. Material: ceramics / metal.","Additional accessories / Vases","270","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/souvenir-monkey/","200","64"
"product_0524","product","Vase Rabbit - Vase in the shape of a rabbit. Material: Ceramics.","Additional accessories / Vases","250","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/vase-rabbit/","200","62"
"product_0525","product","Vase Zebra - Vase in the shape of a zebra. Material: ceramics.","Additional accessories / Vases","250","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/vase-zebra/","200","60"
"product_0526","product","Vase - Ceramic vase.","Additional accessories / Vases","250","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/vase-ceramic-250/","200","18"
"product_0527","product","Candle - Candle.","Additional accessories / Vases","200","Budget","","All-Season","General","Additional accessories / Vases","https://xoflowers.md/candle/","200","14"
"product_0528","product","Box with french roses - Box with Roses Mandala and eucalyptus.","St. Valentine's Day","2250","Premium","Roses Mandala / eucalypt","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/box-with-french-roses/","200","60"
"product_0529","product","Basket with flowers ""Gentle Breath"" - Basket with hydrangea, chrysanthemum, eustoma, rose, and ruskus.","St. Valentine's Day","2020","Premium","Hydrangea / chrysanthemum / eustoma / rose / ruskus","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/basket-with-flowers-gentle-breath/","200","100"
"product_0530","product","Bouquet ""Blazing Tenderness"" - Bouquet with gerbera, rose, viburnum, daffodil, hydrangea, and amaranth.","St. Valentine's Day","3200","Premium","gerbera / rose / viburnum / daffodil / hydrangea / amaranth","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-blazing-tenderness-valentines/","200","101"
"product_0531","product","Bouquet ""Heart in flowers"" - Bouquet with rose, gerbera, ranunculus, asparagus, and spray rose.","St. Valentine's Day","2500","Premium","rose / gerbera / ranunculus / asparagus / rose spray","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-heart-in-flowers/","200","93"
"product_0532","product","Buchet ""Scarlet Inspiration"" - Bouquet with 70cm roses, available in various quantities.","St. Valentine's Day","2100","Premium","rose 70cm","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/buchet-scarlet-inspiration-valentines/","200","86"
"product_0533","product","Bouquet ""Heart"" - Bouquet with spray rose.","St. Valentine's Day","1500","Mid-Range","rose spray","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-heart-valentines/","200","40"
"product_0534","product","Bouquet ""The warmth of hearts"" - Bouquet with hydrangea and spray rose.","St. Valentine's Day","4300","Premium","hydrangea / rose spray","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-the-warmth-of-hearts-valentines/","200","69"
"product_0535","product","Bouquet ""The brilliance of emotion"" - Bouquet with rose, spray rose, genista, gerbera, orchidea, and freesia.","St. Valentine's Day","2500","Premium","rose / rose spray / genista / gerbera / orchidea / fresia","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-the-brilliance-of-emotion/","200","107"
"product_0536","product","Box with flowers ""Exquisite recognition"" - Box with gerbera, rose, orchidea, and tulip.","St. Valentine's Day","3800","Premium","gerbera / rose / orchidea / tulip","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/box-with-flowers-exquisite-recognition/","200","85"
"product_0537","product","Bouquet ""Pink seduction"" - Bouquet with orchidea, chrysanthemum, spray rose, rose, genista, and tulip.","St. Valentine's Day","1400","Mid-Range","orchidea / chrizantema / rose spray / rose / genista / tulip","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-pink-seduction/","200","100"
"product_0538","product","Bouquet ""The kiss of spring"" - Bouquet with orchidea, hydrangea, rose, spray rose, and freesia.","St. Valentine's Day","1600","Mid-Range","orchidea / hydrangea / rose / rose spray / fresia","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-the-kiss-of-spring/","200","93"
"product_0539","product","Bouquet ""The flame of desire"" - Bouquet with rose, spray rose, eucalyptus, and dianthus.","St. Valentine's Day","1200","Mid-Range","rose / rose spray / eucalyptus / dianthus","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-the-flame-of-desire/","200","86"
"product_0540","product","Bouquet ""Silk evening"" - Bouquet with rose, tulip, chrysanthemum, allium, and ruskus.","St. Valentine's Day","1250","Mid-Range","rose / tulip / chrizantema / allium / ruskus","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-silk-evening/","200","83"
"product_0541","product","Basket with flowers ""Versal"" - Basket with hydrangea, genista, rose, and spray rose.","St. Valentine's Day","2400","Premium","hydrangea / genista / rose / rose spray","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/basket-with-flowers-versal/","200","82"
"product_0542","product","Bouquet ""Queen"" - Bouquet with Trandafir, mantilla, orchidea, and hydrangea.","St. Valentine's Day","3500","Premium","Trandafir / mantilla / orchidea / hydrangea","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-queen/","200","74"
"product_0543","product","Bouquet ""Royal Symphony"" - Bouquet with spray rose, hydrangea, dianthus, and tulip.","St. Valentine's Day","4800","Premium","rose spray / hydrangea / dianthus / tulip","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-royal-symphony-valentines/","200","81"
"product_0544","product","Bouquet ""French kiss"" - Bouquet with roses, available in various quantities.","St. Valentine's Day","1450","Mid-Range","rose","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-french-kiss-valentines/","200","74"
"product_0545","product","Basket with flowers ""The magnificence of roses"" - Basket with rose and eucalyptus.","St. Valentine's Day","4600","Premium","rose / eucalyptus","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/basket-with-flowers-the-magnificence-of-roses-valentines/","200","80"
"product_0546","product","Box with flowers ""A gentle drop"" - Box with rose and eucalyptus.","St. Valentine's Day","1550","Mid-Range","rose / eucalyptus","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/box-with-flowers-a-gentle-drop/","200","62"
"product_0547","product","Bouquet ""Powdery charm"" - Bouquet with rose, gerbera, and hydrangea.","St. Valentine's Day","1100","Mid-Range","rose / gerbera / hydrangea","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-powdery-charm-valentines/","200","66"
"product_0548","product","Bouquet ""The romance of the morning"" - Bouquet with rose and eucalyptus.","St. Valentine's Day","650","Budget","rose / eucalyptus","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-the-romance-of-the-morning-valentines/","200","70"
"product_0549","product","Bouquet ""A creamy dream"" - Bouquet with rose and eucalyptus.","St. Valentine's Day","650","Budget","rose / eucalyptus","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-a-creamy-dream-valentines/","200","58"
"product_0550","product","Bouquet ""Lavender Caprice"" - Bouquet with hydrangea, rose, and genista.","St. Valentine's Day","1100","Mid-Range","hydrangea / rose / genista","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-lavender-caprice-valentines/","200","69"
"product_0551","product","Bouquet ""Pink waltz"" - Bouquet with rose, tulip, chrysanthemum, and ruscus.","St. Valentine's Day","800","Mid-Range","rose / tulip / chrizantema / ruscus","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-pink-waltz/","200","73"
"product_0552","product","Bouquet 'Sunny accent' - Bouquet with rose, tulip, chrysanthemum, and ruscus.","St. Valentine's Day","800","Mid-Range","rose / tulip / chrysanthemum / ruscus","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-sunny-accent/","200","75"
"product_0553","product","Bouquet 'The glow of fog' - Bouquet with rose, tulip, and chrysanthemum.","St. Valentine's Day","850","Mid-Range","rose / tulip / chrysanthemum","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-the-glow-of-fog/","200","70"
"product_0554","product","A basket of roses ""Scarlet Sunset"" - Basket with Roses, available in various quantities.","St. Valentine's Day","2400","Premium","Roses","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/a-basket-of-roses-scarlet-sunset-valentines/","200","86"
"product_0555","product","Flower box ""Meringue"" - Box with Ranunculus, rose, carnation, and hydrangea, available in S and M sizes.","St. Valentine's Day","1600","Mid-Range","Ranunculus / rose / carnation / hydrangea","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/flower-box-meringue/","200","102"
"product_0556","product","Bouquet ""Passion"" - Bouquet with Rose Nina, Rose Pink Expression, carnation, and Rose Julliet, available in S, M, L sizes.","St. Valentine's Day","1350","Mid-Range","Rose Nina / Rose Pink Expression / carnation/ Rose Julliet","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-passion-valentines/","200","120"
"product_0557","product","Bouquet ""Delicate Lace"" - Bouquet with Ranunculus, available in various quantities.","St. Valentine's Day","1680","Mid-Range","Ranunculus","Winter","Valentine","St. Valentine's Day","https://xoflowers.md/bouquet-delicate-lace-valentines/","200","81"
